lat,lon,time,alt,speed,bearing
59.4837294,25.1559559,957000,3.8,14.5,48.5
59.4838898,25.1563066,959000,1.9,13.36111111,48
59.4840769,25.1566368,961000,-0.6,14,41.9
59.4842697,25.1569728,963000,0.7,14.36111111,41.5
59.4844354,25.1573733,965000,0.9,14.63888889,50.8
59.4845834,25.1578331,967000,1.1,15.41666667,57.6
59.4847516,25.1582834,969000,2.9,15.83333333,53.7
59.484946,25.158625,971000,5,14.52777778,41.7
59.4851182,25.1589366,973000,6.3,13.02777778,42.6
59.4852659,25.1593256,975000,4.5,13.75,53.2
59.485408,25.1597984,977000,1.8,15.55555556,59.4
59.4855813,25.1602077,979000,1.8,15.08333333,50.2
59.4857839,25.1604152,981000,0.7,12.72222222,27.5
59.4859982,25.1605575,983000,1.1,12.61111111,18.6
59.4861838,25.160882,985000,0.7,13.83333333,41.6
59.4863226,25.1613245,987000,1.4,14.72222222,58.3
59.4864626,25.1617793,989000,1.3,15.05555556,58.8
59.4866171,25.1622047,991000,-0.6,14.80555556,54.4
59.4867898,25.162627,994000,-1.9,10.22222222,51.2
59.4869524,25.163056,996000,-0.9,15.16666667,53.3
59.4871138,25.1634593,998000,0.2,14.52777778,51.8
